Sent_Date,Day_of_week,Category_name,Main_Vs_REM,Subject,Sendings,OR,Length_Of_subject,Personalization,Emoji,Urgency,Tone,Price_or_Discount,Imperative_Tone,Product,Letter_Count,Month
2024-11-12,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,5067,0.1018,short,no,no,yes,no,yes,no,no,27,November
2024-10-29,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,5154,0.1001,short,no,no,yes,no,yes,no,no,27,October
2024-01-14,Friday,NL Interval,MAIN,Premiumtryck upp till 78% rabatt!,28704,0.1751,short,no,no,no,no,yes,no,yes,25,January
2024-07-27,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",42459,0.1659,long,no,no,no,no,yes,no,yes,45,July
2024-12-04,Sunday,NL Interval,MAIN,3 format ➔ 3 dagar ➔ 1 pris,47325,0.1539,short,no,no,yes,yes,no,no,no,15,December
2024-08-19,Friday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,34035,0.1462,short,no,no,no,no,no,no,yes,43,August
2024-08-09,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,17664,0.0904,short,no,yes,yes,yes,yes,no,yes,30,August
2024-03-08,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,52746,0.1668,short,no,no,no,no,yes,no,yes,22,March
2024-09-01,Friday,NL Interval,MAIN,2 dagar | Canvastavlor från endast 185 kr!,3099,0.1365,short,no,no,yes,no,yes,no,yes,28,September
2024-11-11,Friday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,39120,0.1346,short,no,no,no,no,no,no,yes,43,November
2024-10-18,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,14292,0.1119,short,no,no,yes,yes,yes,yes,yes,28,October
2024-11-08,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,5076,0.1111,short,no,yes,yes,yes,yes,no,yes,30,November
2024-01-07,Friday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,24900,0.1816,short,no,no,no,no,no,no,yes,43,January
2024-11-11,Friday,NL Interval,MAIN,Premiumtryck upp till 78% rabatt!,38967,0.1415,short,no,no,no,no,yes,no,yes,25,November
2024-02-20,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,41889,0.1813,short,no,no,no,no,no,no,yes,42,February
2024-11-04,Friday,NL Interval,MAIN,Premiumtryck upp till 78% rabatt!,39900,0.1383,short,no,no,no,no,yes,no,yes,25,November
2024-03-09,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,48507,0.1734,short,no,yes,no,yes,yes,no,no,26,March
2024-06-03,Friday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,31872,0.1409,short,no,no,no,no,no,no,yes,43,June
2024-09-30,Friday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,36954,0.1394,short,no,no,no,no,no,no,yes,43,September
2024-02-24,Friday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,45207,0.1285,short,no,no,no,no,no,no,yes,43,February
2024-03-27,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,30600,0.1471,short,no,no,no,yes,yes,no,yes,21,March
2024-12-02,Friday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,39969,0.1435,short,no,no,no,no,no,no,yes,43,December
2024-11-26,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,4656,0.1018,short,no,no,yes,yes,yes,yes,yes,24,November
2024-06-11,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,34575,0.0836,short,no,no,yes,no,yes,no,no,27,June
2024-10-11,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,4656,0.1121,short,no,no,no,yes,yes,yes,yes,33,October
2024-04-27,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",29001,0.1557,long,no,no,no,no,yes,no,yes,45,April
2024-06-18,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,2727,0.1221,short,no,no,yes,no,yes,no,yes,30,June
2024-01-29,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,52125,0.1452,short,no,no,no,yes,yes,no,yes,21,January
2024-11-18,Friday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,38226,0.1395,short,no,no,no,no,no,no,yes,43,November
2024-07-20,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,34593,0.1349,short,no,yes,no,yes,yes,no,no,26,July
2024-07-03,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,42315,0.1601,short,no,no,no,yes,yes,no,yes,21,July
2024-12-02,Friday,NL Interval,MAIN,Premiumtryck upp till 78% rabatt!,42801,0.1503,short,no,no,no,no,yes,no,yes,25,December
2024-09-20,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,4659,0.1024,short,no,no,yes,yes,yes,yes,yes,28,September
2024-05-07,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,46908,0.0865,short,no,no,yes,yes,yes,yes,yes,24,May
2024-08-14,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,45171,0.1587,short,no,no,no,yes,yes,no,yes,21,August
2024-01-28,Friday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,25884,0.1739,short,no,no,no,no,no,no,yes,43,January
2024-01-30,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,25803,0.1631,short,no,no,no,yes,yes,no,yes,21,January
2024-06-01,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,59823,0.14,short,no,yes,no,yes,yes,no,no,26,June
2024-06-04,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,38664,0.0718,short,no,no,yes,no,yes,no,yes,30,June
2024-04-09,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,48600,0.0808,short,no,no,yes,no,yes,no,no,27,April
2024-06-12,Sunday,NL Interval,MAIN,3 format ➔ 3 dagar ➔ 1 pris,31122,0.1281,short,no,no,yes,yes,no,no,no,15,June
2024-10-04,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,4752,0.101,short,no,no,yes,yes,yes,yes,yes,28,October
2024-07-26,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,20055,0.1005,short,no,no,yes,yes,yes,yes,yes,28,July
2024-07-09,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,2691,0.0892,short,no,no,yes,no,yes,no,no,27,July
2024-09-02,Friday,NL Interval,MAIN,Hem och livsstil-produkter från 49 kr,34383,0.1329,short,no,no,no,no,no,no,yes,28,September
2024-08-28,Sunday,NL Interval,MAIN,3 format ➔ 3 dagar ➔ 1 pris,33468,0.125,short,no,no,yes,yes,no,no,no,15,August
2024-07-17,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,43266,0.1557,short,no,no,no,no,no,no,yes,42,July
2024-12-31,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,13038,0.0739,short,no,no,yes,no,yes,no,yes,30,December
2024-02-19,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,52836,0.156,short,no,no,no,yes,yes,no,yes,21,February
2024-04-17,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,29823,0.1409,short,no,no,no,no,no,no,yes,42,April
2024-08-05,Friday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,34617,0.1385,short,no,no,no,no,no,no,yes,43,August
2024-08-07,Sunday,NL Interval,MAIN,3 format ➔ 3 dagar ➔ 1 pris,32547,0.1279,short,no,no,yes,yes,no,no,no,15,August
2024-05-19,Friday,NL Interval,MAIN,Upp till 58% rabatt på de mest älskade Canvastavlor! &#x1F929;,3159,0.1225,short,no,yes,no,yes,yes,no,yes,38,May
2024-02-01,Tuesday,NL Interval,MAIN,Premiumtryck upp till 78% rabatt!,14010,0.1591,short,no,no,no,no,yes,no,yes,25,February
2024-06-26,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,31836,0.1205,short,no,no,no,yes,yes,no,yes,21,June
2024-01-25,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,52671,0.1569,short,no,no,no,no,yes,no,yes,22,January
2024-09-13,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,4980,0.0976,short,no,yes,yes,yes,yes,no,yes,30,September
2024-03-04,Saturday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,9543,0.0968,short,no,no,no,no,no,no,yes,43,March
2024-02-04,Friday,NL Interval,MAIN,Premiumtryck upp till 78% rabatt!,32472,0.1559,short,no,no,no,no,yes,no,yes,25,February
2024-09-24,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,4644,0.0943,short,no,no,yes,yes,yes,yes,yes,24,September
2024-02-02,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",25599,0.1753,long,no,no,no,no,yes,no,yes,45,February
2024-02-03,Friday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,45456,0.1299,short,no,no,no,no,no,no,yes,43,February
2024-12-21,Thursday,NL Final,MAIN,Använd din kod 39GX32V0 &#x1f525; | Spara nu!,8910,0.0822,short,no,yes,yes,yes,no,yes,no,21,December
2024-11-21,Tuesday,NL Interval,MAIN,"&#x1f3f4;Försäljningen av BLACK FRIDAY har börjat! | Priser från 30,80 kr ",77175,0.0721,long,no,yes,yes,yes,yes,no,no,43,November
2024-05-11,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,41991,0.1806,short,no,yes,no,yes,yes,no,no,26,May
2024-11-04,Friday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,47952,0.1643,short,no,no,no,no,no,no,yes,43,November
2024-02-15,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,46773,0.1245,short,no,yes,no,yes,yes,no,no,26,February
2024-11-05,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,4812,0.1016,short,no,no,yes,yes,yes,yes,yes,24,November
2024-03-30,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,42522,0.1936,short,no,yes,no,yes,yes,no,no,26,March
2024-03-05,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,44835,0.1313,short,no,no,no,yes,yes,no,yes,21,March
2024-03-06,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,29586,0.1527,short,no,no,no,no,no,no,yes,42,March
2024-03-05,Sunday,NL Interval,MAIN,3 format ➔ 3 dagar ➔ 1 pris,44226,0.1243,short,no,no,yes,yes,no,no,no,15,March
2024-06-21,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,26394,0.0967,short,no,no,no,yes,yes,yes,yes,33,June
2024-01-07,Friday,NL Interval,MAIN,Hem och livsstil-produkter från 49 kr,26427,0.1619,short,no,no,no,no,no,no,yes,28,January
2024-07-01,Friday,NL Interval,MAIN,Hem och livsstil-produkter från 49 kr,31389,0.1379,short,no,no,no,no,no,no,yes,28,July
2024-05-26,Friday,NL Interval,MAIN,2 dagar | Canvastavlor från endast 185 kr!,2757,0.1251,short,no,no,yes,no,yes,no,yes,28,May
2024-11-21,Tuesday,NL Interval,MAIN,"&#x1f4a5; Black Week börjar! | MEGA rabatter redan idag, {{ contact.1 }}!",9720,0.071,long,yes,yes,yes,no,no,no,no,35,November
2024-03-01,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",44679,0.138,long,no,no,no,no,yes,no,yes,45,March
2024-12-13,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,4698,0.0945,short,no,no,yes,yes,yes,yes,yes,28,December
2024-04-01,Saturday,NL Interval,MAIN,Premiumtryck upp till 78% rabatt!,10125,0.0927,short,no,no,no,no,yes,no,yes,25,April
2024-08-01,Tuesday,NL Interval,MAIN,Premiumtryck upp till 78% rabatt!,26043,0.0703,short,no,no,no,no,yes,no,yes,25,August
2024-02-15,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",45528,0.1251,long,no,no,no,no,yes,no,yes,45,February
2024-08-14,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,34602,0.1333,short,no,no,no,no,no,no,yes,42,August
2024-12-11,Sunday,NL Interval,MAIN,3 format ➔ 3 dagar ➔ 1 pris,39261,0.1291,short,no,no,yes,yes,no,no,no,15,December
2024-03-05,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,53229,0.1477,short,no,no,no,no,no,no,yes,42,March
2024-10-15,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,14388,0.1003,short,no,no,yes,no,yes,no,no,27,October
2024-08-16,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,3762,0.0925,short,no,no,no,yes,yes,yes,yes,33,August
2024-05-28,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,42402,0.0752,short,no,no,yes,yes,yes,yes,yes,24,May
2024-01-09,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,39957,0.2072,short,no,no,no,no,no,no,yes,42,January
2024-09-23,Friday,NL Interval,MAIN,Premiumtryck upp till 78% rabatt!,37674,0.1445,short,no,no,no,no,yes,no,yes,25,September
2024-03-01,Tuesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,20268,0.1354,short,no,yes,no,yes,yes,no,no,26,March
2024-04-15,Friday,NL Interval,MAIN,Premiumtryck upp till 78% rabatt!,30030,0.1466,short,no,no,no,no,yes,no,yes,25,April
2024-07-15,Friday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,34482,0.1377,short,no,no,no,no,no,no,yes,43,July
2024-05-01,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,32970,0.1337,short,no,no,no,no,no,no,yes,42,May
2024-02-03,Friday,NL Interval,MAIN,Premiumtryck upp till 78% rabatt!,46809,0.1294,short,no,no,no,no,yes,no,yes,25,February
2024-02-27,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,41043,0.1737,short,no,no,no,yes,yes,no,yes,21,February
2024-04-19,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,48033,0.0992,short,no,no,no,yes,yes,yes,yes,33,April
2024-12-10,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,241155,0.0706,short,no,no,yes,no,yes,no,yes,30,December
2024-12-02,Saturday,NL Final,MAIN,-20% EXTRA på hela din beställning | Kod i detta e-postmeddelande &#x1f440;,7122,0.0564,long,no,yes,no,no,yes,no,no,47,December
2024-11-13,Sunday,NL Interval,MAIN,3 format ➔ 3 dagar ➔ 1 pris,47085,0.156,short,no,no,yes,yes,no,no,no,15,November
2024-05-18,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",30690,0.146,long,no,no,no,no,yes,no,yes,45,May
2024-04-02,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,48948,0.0864,short,no,no,yes,no,yes,no,yes,30,April
2024-01-08,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,52422,0.1547,short,no,no,no,yes,yes,no,yes,21,January
2024-06-29,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",31683,0.1433,long,no,no,no,no,yes,no,yes,45,June
2024-01-19,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",39282,0.2121,long,no,no,no,no,yes,no,yes,45,January
2024-04-06,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,41124,0.1804,short,no,no,no,no,yes,no,yes,22,April
2024-05-15,Sunday,NL Interval,MAIN,3 format ➔ 3 dagar ➔ 1 pris,31332,0.134,short,no,no,yes,yes,no,no,no,15,May
2024-06-28,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,24873,0.0997,short,no,yes,yes,yes,yes,no,yes,30,June
2024-05-13,Friday,NL Interval,MAIN,Hem och livsstil-produkter från 49 kr,31488,0.1368,short,no,no,no,no,no,no,yes,28,May
2024-12-22,Friday,NL Interval,MAIN,2 dagar | Canvastavlor från endast 185 kr!,8748,0.0984,short,no,no,yes,no,yes,no,yes,28,December
2024-05-20,Friday,NL Interval,MAIN,Hem och livsstil-produkter från 49 kr,30498,0.1364,short,no,no,no,no,no,no,yes,28,May
2024-04-17,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,32298,0.129,short,no,no,no,yes,yes,no,yes,21,April
2024-04-27,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,40548,0.1846,short,no,no,no,no,yes,no,yes,22,April
2024-01-21,Friday,NL Interval,MAIN,Premiumtryck upp till 78% rabatt!,26406,0.1776,short,no,no,no,no,yes,no,yes,25,January
2024-02-20,Sunday,NL Interval,MAIN,3 format ➔ 3 dagar ➔ 1 pris,31224,0.1371,short,no,no,yes,yes,no,no,no,15,February
2024-05-14,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,46242,0.0727,short,no,no,yes,no,yes,no,yes,30,May
2024-03-01,Wednesday,NL Interval,MAIN,Premiumtryck upp till 78% rabatt!,186,0.2742,short,no,no,no,no,yes,no,yes,25,March
2024-08-02,Wednesday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,252,0.2024,short,no,no,no,no,no,no,yes,43,August
2024-11-05,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,5901,0.1037,short,no,no,yes,no,yes,no,yes,30,November
2024-10-21,Friday,NL Interval,MAIN,Premiumtryck upp till 78% rabatt!,38295,0.1456,short,no,no,no,no,yes,no,yes,25,October
2024-01-20,Friday,NL Interval,MAIN,Hem och livsstil-produkter från 49 kr,44955,0.125,short,no,no,no,no,no,no,yes,28,January
2024-07-24,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,42609,0.1549,short,no,no,no,yes,yes,no,yes,21,July
2024-06-10,Friday,NL Interval,MAIN,Hem och livsstil-produkter från 49 kr,31287,0.1325,short,no,no,no,no,no,no,yes,28,June
2024-10-15,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,4641,0.1105,short,no,no,yes,no,yes,no,yes,30,October
2024-02-08,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,55224,0.1528,short,no,yes,no,yes,yes,no,no,26,February
2024-12-02,Saturday,NL Interval,MAIN,Premiumtryck upp till 78% rabatt!,2505,0.1234,short,no,no,no,no,yes,no,yes,25,December
2024-02-12,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,53574,0.1211,short,no,no,no,no,no,no,yes,42,February
2024-12-12,Tuesday,NL Final,MAIN,&#x1f575;&#xfe0f;&#x200d;&#x2640;&#xfe0f; Lås upp dolda rabatter: Din mystiska försäljning väntar på dig!,10728,0.0624,long,no,yes,no,yes,no,yes,no,47,December
2024-12-21,Thursday,NL Final,MAIN,"Vi ger dig 100 kr gratis{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }} {% else %} {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }} {% else %} {% endif %}{% endif %}&#x1f381; Skynda dig och spara!",89313,0.0565,long,yes,yes,yes,no,yes,yes,no,33,December
2024-03-12,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,52113,0.1515,short,no,no,no,yes,yes,no,yes,21,March
2024-07-15,Friday,NL Interval,MAIN,Hem och livsstil-produkter från 49 kr,32619,0.1344,short,no,no,no,no,no,no,yes,28,July
2024-01-27,Friday,NL Interval,MAIN,Hem och livsstil-produkter från 49 kr,44454,0.1194,short,no,no,no,no,no,no,yes,28,January
2024-06-17,Friday,NL Interval,MAIN,Premiumtryck upp till 78% rabatt!,32751,0.1483,short,no,no,no,no,yes,no,yes,25,June
2024-12-18,Sunday,NL Interval,MAIN,3 format ➔ 3 dagar ➔ 1 pris,41238,0.1277,short,no,no,yes,yes,no,no,no,15,December
2024-03-09,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",31341,0.1469,long,no,no,no,no,yes,no,yes,45,March
2024-01-01,Sunday,NL Interval,MAIN,3 format ➔ 3 dagar ➔ 1 pris,43194,0.1305,short,no,no,yes,yes,no,no,no,15,January
2024-08-26,Friday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,34983,0.1376,short,no,no,no,no,no,no,yes,43,August
2024-06-29,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,35028,0.1377,short,no,yes,no,yes,yes,no,no,26,June
2024-08-26,Friday,NL Interval,MAIN,Hem och livsstil-produkter från 49 kr,33567,0.133,short,no,no,no,no,no,no,yes,28,August
2024-07-22,Friday,NL Interval,MAIN,Hem och livsstil-produkter från 49 kr,34011,0.1328,short,no,no,no,no,no,no,yes,28,July
2024-12-30,Friday,NL Interval,MAIN,Hem och livsstil-produkter från 49 kr,43470,0.134,short,no,no,no,no,no,no,yes,28,December
2024-09-04,Sunday,NL Interval,MAIN,3 format ➔ 3 dagar ➔ 1 pris,34254,0.1289,short,no,no,yes,yes,no,no,no,15,September
2024-03-22,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,206934,0.0909,short,no,no,yes,yes,yes,yes,yes,28,March
2024-02-06,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,40404,0.1855,short,no,no,no,yes,yes,no,yes,21,February
2024-03-03,Friday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,45111,0.1293,short,no,no,no,no,no,no,yes,43,March
2024-05-20,Friday,NL Interval,MAIN,Premiumtryck upp till 78% rabatt!,33084,0.1498,short,no,no,no,no,yes,no,yes,25,May
2024-09-30,Friday,NL Interval,MAIN,Premiumtryck upp till 78% rabatt!,38379,0.1454,short,no,no,no,no,yes,no,yes,25,September
2024-10-02,Monday,NL Interval,MAIN,Premiumtryck upp till 78% rabatt!,24081,0.0975,short,no,no,no,no,yes,no,yes,25,October
2024-07-05,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,2700,0.0967,short,no,yes,yes,yes,yes,no,yes,30,July
2024-07-13,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,44061,0.1709,short,no,yes,no,yes,yes,no,no,26,July
2024-03-27,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,29448,0.151,short,no,no,no,no,no,no,yes,42,March
2024-01-08,Sunday,NL Interval,MAIN,3 format ➔ 3 dagar ➔ 1 pris,44454,0.1247,short,no,no,yes,yes,no,no,no,15,January
2024-04-01,Saturday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,110355,0.1418,short,no,yes,no,yes,yes,no,no,26,April
2024-10-08,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,5118,0.092,short,no,no,yes,no,yes,no,no,27,October
2024-02-27,Sunday,NL Interval,MAIN,3 format ➔ 3 dagar ➔ 1 pris,26856,0.1464,short,no,no,yes,yes,no,no,no,15,February
2024-03-06,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,31611,0.1443,short,no,no,no,yes,yes,no,yes,21,March
2024-11-19,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,239688,0.0724,short,no,no,yes,no,yes,no,yes,30,November
2024-01-01,Saturday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,14610,0.1618,short,no,yes,no,yes,yes,no,no,26,January
2024-05-27,Friday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,32361,0.1429,short,no,no,no,no,no,no,yes,43,May
2024-07-22,Friday,NL Interval,MAIN,Premiumtryck upp till 78% rabatt!,33933,0.1392,short,no,no,no,no,yes,no,yes,25,July
2024-08-13,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,3906,0.0806,short,no,no,yes,no,yes,no,yes,30,August
2024-10-30,Sunday,NL Interval,MAIN,3 format ➔ 3 dagar ➔ 1 pris,36981,0.1298,short,no,no,yes,yes,no,no,no,15,October
2024-03-19,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,206925,0.0764,short,no,no,yes,no,yes,no,no,27,March
2024-06-22,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",33009,0.1407,long,no,no,no,no,yes,no,yes,45,June
2024-05-22,Sunday,NL Interval,MAIN,3 format ➔ 3 dagar ➔ 1 pris,30348,0.1323,short,no,no,yes,yes,no,no,no,15,May
2024-07-16,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,2703,0.0977,short,no,no,yes,yes,yes,yes,yes,24,July
2024-07-06,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",42126,0.1749,long,no,no,no,no,yes,no,yes,45,July
2024-07-03,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,33951,0.131,short,no,no,no,no,no,no,yes,42,July
2024-05-17,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,2961,0.1074,short,no,no,no,yes,yes,yes,yes,33,May
2024-01-26,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,42102,0.2106,short,no,yes,no,yes,yes,no,no,26,January
2024-10-14,Friday,NL Interval,MAIN,Hem och livsstil-produkter från 49 kr,36609,0.132,short,no,no,no,no,no,no,yes,28,October
2024-04-30,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,47337,0.0797,short,no,no,yes,no,yes,no,no,27,April
2024-05-01,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,40113,0.171,short,no,no,no,yes,yes,no,yes,21,May
2024-11-04,Friday,NL Interval,MAIN,Hem och livsstil-produkter från 49 kr,37008,0.1351,short,no,no,no,no,no,no,yes,28,November
2024-10-28,Friday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,37608,0.1344,short,no,no,no,no,no,no,yes,43,October
2024-10-26,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,49950,0.1611,short,no,yes,no,yes,yes,no,no,26,October
2024-01-06,Friday,NL Interval,MAIN,Premiumtryck upp till 78% rabatt!,46383,0.1459,short,no,no,no,no,yes,no,yes,25,January
2024-07-02,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,2145,0.0993,short,no,no,yes,no,yes,no,yes,30,July
